,Id,SalePrice,LotFrontage_nan,MasVnrArea_nan,GarageYrBlt_nan,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
279,280,192000,0,0,0,0.2352941176470588,0.75,0.5039870886402111,0.3993329682435389,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.7727272727272727,0.8,1.0,1.0,1.0,0.6666666666666665,0.5,0.22794117647058823,0.5245901639344263,1.0,0.0,0.7000000000000001,0.6000000000000001,0.5,0.7730395566998266,0.3333333333333333,1.0,0.5,0.75,0.75,0.25,0.3333333333333333,0.6915311679131259,0.8333333333333333,0.0,0.8566989375281692,0.18985270049099837,1.0,1.0,1.0,1.0,0.46954453363572446,0.8862454312119562,0.0,0.6367494554311408,0.0,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3333333333333333,0.6000000000000001,0.8,0.2897196261682243,1.0,0.5,0.35613540197461213,0.6666666666666666,1.0,1.0,0.838898417235435,0.7564979972154824,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1818181818181818,0.5,0.6666666666666666,0.75
280,281,228500,0,0,0,0.2352941176470588,0.75,0.4994819675509967,0.4229312457087042,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.4545454545454546,0.8,1.0,1.0,1.0,0.6666666666666665,0.625,0.1323529411764706,0.3114754098360656,0.0,0.0,0.7000000000000001,0.6000000000000001,0.5,0.7904010829649453,0.6666666666666666,1.0,0.5,0.75,0.75,0.75,1.0,0.6997728177594728,0.8333333333333333,0.0,0.7681724941441956,0.1320785597381342,1.0,0.75,1.0,1.0,0.47571509131636924,0.8770126910861842,0.0,0.6296777763816492,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.6000000000000001,0.8,0.16822429906542055,1.0,0.5,0.40550070521861775,0.6666666666666666,1.0,1.0,0.0,0.7044810215762689,0.0,0.3858267716535433,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.6666666666666666,0.75
281,282,185000,0,0,0,0.0,1.0,0.38363315835431044,0.33493922168253976,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0.8181818181818182,0.8,1.0,1.0,0.8,0.5555555555555556,0.5,0.0,0.01639344262295082,0.0,0.0,0.9,0.9,1.0,0.5738528476282764,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.7882177721765218,0.8333333333333333,0.0,0.7581305334520676,0.2065466448445172,1.0,0.75,1.0,1.0,0.5027526640881166,0.0,0.0,0.4699346734026433,0.0,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.0,0.2,0.8,0.0,1.0,0.5,0.4033850493653032,0.6666666666666666,1.0,1.0,0.0,0.7604790985770162,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.0,1.0,1.0
282,283,207500,0,0,0,0.588235294117647,0.75,0.17465928681938236,0.2660240810080041,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.9545454545454546,0.8,1.0,0.5,0.8,0.6666666666666665,0.5,0.014705882352941176,0.03278688524590164,0.0,0.0,0.9,0.9,1.0,0.6936470115266061,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.7880899306431435,0.8333333333333333,0.0,0.7759295449730701,0.21505728314238953,1.0,1.0,1.0,1.0,0.5180373068192048,0.0,0.0,0.4842215864375805,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.8,0.8,0.009345794392523364,0.6666666666666666,0.5,0.4414668547249647,0.6666666666666666,1.0,1.0,0.762930220423789,0.6569860239001148,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.75,0.3333333333333333,0.75
283,284,244600,0,0,0,0.0,0.75,0.46135588409462525,0.3914896873687661,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.8181818181818182,0.2,1.0,1.0,0.8,0.7777777777777777,0.5,0.007352941176470588,0.01639344262295082,0.0,0.0,0.9,0.9,1.0,0.5814904195875481,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.9401432635902793,0.2402618657937807,1.0,1.0,1.0,1.0,0.5599910767501144,0.0,0.0,0.5234367563984428,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.8,0.8,0.009345794392523364,1.0,0.75,0.6332863187588152,0.6666666666666666,1.0,1.0,0.7923274339471308,0.7956011446565134,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9999999999999999,0.75,1.0,1.0
284,285,179200,0,0,0,0.588235294117647,0.75,0.31628002743472483,0.3558538178708459,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.4545454545454546,0.8,1.0,0.75,0.8,0.5555555555555556,0.5,0.11029411764705882,0.26229508196721313,0.0,0.0,0.7000000000000001,0.7000000000000001,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.702215685599006,0.8333333333333333,0.0,0.9081313599319519,0.2577741407528642,1.0,0.75,1.0,1.0,0.5866259897715351,0.0,0.0,0.5483330325316218,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.0,0.2,0.8,0.14018691588785046,0.6666666666666666,0.5,0.3730606488011283,0.6666666666666666,1.0,1.0,0.0,0.0,0.09420289855072464,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.25,0.6666666666666666,0.75
285,286,164700,0,0,0,0.8235294117647058,1.0,0.18525641335396115,0.23181400976658595,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.8181818181818182,0.8,1.0,0.75,1.0,0.6666666666666665,0.5,0.007352941176470588,0.01639344262295082,0.0,0.0,0.1,0.2,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.8301744320143563,0.10229132569558103,1.0,1.0,1.0,1.0,0.23685290033004458,0.8435790046366214,0.0,0.4665541936990514,0.0,0.0,0.6666666666666666,0.5,0.25,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.0,0.2,0.4,0.009345794392523364,0.6666666666666666,0.5,0.3723554301833568,0.6666666666666666,1.0,1.0,0.0,0.635451673593504,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.25,1.0,1.0
286,287,159000,0,0,0,0.17647058823529413,0.75,0.476109661925294,0.3950011103702957,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.36363636363636365,0.8,1.0,1.0,0.2,0.5555555555555556,0.75,0.3235294117647059,0.42622950819672134,0.0,0.0,0.2,0.1,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.16666666666666666,0.7407045278594965,0.8333333333333333,0.0,0.7408124570073342,0.14926350245499184,1.0,0.5,1.0,1.0,0.44555343470179043,0.84850762640082,0.0,0.5823684576720134,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.8,0.8,0.411214953271028,0.6666666666666666,0.5,0.31029619181946405,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.75,1.0,0.0,0.4545454545454545,0.0,0.6666666666666666,0.75
287,288,88000,1,0,1,0.0,0.75,0.4354026207299284,0.35859496851995054,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.36363636363636365,0.8,1.0,1.0,0.8,0.3333333333333333,0.375,0.25735294117647056,0.5901639344262296,0.0,0.0,0.6000000000000001,0.5,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.3333333333333333,0.7433701833968598,0.8333333333333333,0.0,0.7092336411449306,0.14042553191489363,1.0,0.5,1.0,1.0,0.3567221795615607,0.0,0.0,0.33343656418369516,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.0,0.24299065420560745,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.0,0.6666666666666666,0.75
288,289,122000,1,0,0,0.0,0.75,0.4354026207299284,0.39566002202071937,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.2727272727272727,0.8,1.0,1.0,0.8,0.4444444444444445,0.5,0.3161764705882353,0.7213114754098361,0.0,0.0,0.1,0.2,0.5,0.4697147827504522,0.3333333333333333,0.3333333333333333,0.5,0.5,0.75,0.25,0.3333333333333333,0.7074664948397597,0.8333333333333333,0.0,0.7826521240203297,0.14435351882160394,1.0,0.5,1.0,1.0,0.3748062019060896,0.0,0.0,0.3503401228146501,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.4,0.37383177570093457,0.3333333333333333,0.25,0.19746121297602257,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.09090909090909091,1.0,0.6666666666666666,0.75
289,290,153575,0,0,0,0.2941176470588235,0.75,0.38363315835431044,0.37265174209190133,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.13636363636363635,0.6000000000000001,1.0,1.0,1.0,0.5555555555555556,0.75,0.6764705882352942,0.0819672131147541,0.0,0.0,0.2,0.1,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.8443945850856758,0.11423895253682488,1.0,1.0,1.0,0.6666666666666666,0.278638143166857,0.8580287661699623,0.0,0.5056413970953622,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.0,0.2,0.4,0.037383177570093455,0.3333333333333333,0.25,0.27080394922425954,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.5395833333333333,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.25,0.6666666666666666,0.75
290,291,233230,0,0,0,0.2352941176470588,0.75,0.6412803997684988,0.4864117618607673,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.6818181818181819,0.8,1.0,1.0,1.0,0.7777777777777777,0.5,0.0,0.01639344262295082,0.0,0.0,0.9,0.9,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.75,0.8333333333333333,0.0,0.8333333333333333,0.0,0.9004841435340262,0.17659574468085107,1.0,1.0,1.0,1.0,0.44345464047312744,0.8822567187291445,0.0,0.6182453402982673,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.3333333333333333,0.8,0.8,0.0,0.6666666666666666,0.5,0.48307475317348375,1.0,1.0,1.0,0.0,0.6265574429900397,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.0,1.0,1.0
291,292,135900,0,0,1,1.0,0.75,0.351462015989527,0.28877021647431045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3181818181818182,0.8,1.0,0.0,1.0,0.4444444444444445,0.625,0.7058823529411764,0.14754098360655737,0.0,0.0,0.9,0.9,0.25,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.25,0.16666666666666666,0.6195337558456262,0.8333333333333333,0.0,0.8183186079685242,0.12765957446808512,1.0,1.0,0.0,1.0,0.38964806740670666,0.8725602788172676,0.0,0.5786755817499563,0.3333333333333333,0.0,0.6666666666666666,0.0,0.75,0.3333333333333333,0.0,0.5833333333333334,1.0,0.0,0.2,0.0,0.2616822429906542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8278033526196994,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1818181818181818,0.5,0.6666666666666666,0.75
292,293,131000,0,0,0,0.17647058823529413,0.75,0.38363315835431044,0.42503551058754385,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.18181818181818182,0.8,1.0,1.0,0.2,0.4444444444444445,0.375,0.4411764705882353,0.03278688524590164,0.0,0.0,0.2,0.1,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.5,0.6575396026109052,0.8333333333333333,0.0,0.795129043255909,0.12569558101472997,1.0,0.75,1.0,1.0,0.4669160312308054,0.8310720854966875,0.0,0.5786755817499563,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.3333333333333333,0.5,0.25,0.3333333333333333,0.8,0.8,0.5607476635514018,0.3333333333333333,0.25,0.19816643159379407,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.75,0.6666666666666666,0.75
293,294,235000,1,0,0,0.2352941176470588,0.75,0.4354026207299284,0.499129565638748,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.5,0.4,1.0,1.0,1.0,0.6666666666666665,0.75,0.21323529411764705,0.21311475409836064,0.0,0.0,0.7000000000000001,0.6000000000000001,0.5,0.48186001159397773,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.6666666666666666,0.7732337195682999,0.8333333333333333,0.0,0.0,0.13011456628477905,1.0,0.25,1.0,1.0,0.5599910767501144,0.8750524987512905,0.0,0.6766042658427027,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.6000000000000001,0.8,0.27102803738317754,1.0,0.5,0.38011283497884346,0.6666666666666666,1.0,1.0,0.0,0.8761832758185666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1818181818181818,0.0,0.6666666666666666,0.75
294,295,167000,0,0,0,0.0,0.75,0.4903065586553299,0.39124518250563334,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.8,1.0,1.0,0.8,0.5555555555555556,0.5,0.4117647058823529,0.9344262295081968,1.0,0.0,0.6000000000000001,0.5,1.0,0.7422307872501872,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,1.0,0.8287631869818617,0.8333333333333333,0.0,0.6295009712337231,0.23175122749590837,1.0,0.5,1.0,1.0,0.6028590636010276,0.0,0.0,0.5635064662959555,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.6666666666666666,0.8,0.8,0.5233644859813084,1.0,0.5,0.2947813822284908,0.6666666666666666,1.0,1.0,0.6972326034133286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8181818181818182,0.75,0.6666666666666666,0.75
295,296,142500,0,0,0,0.3529411764705882,0.75,0.2055950483865705,0.35401304360506214,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.4090909090909091,0.8,1.0,1.0,0.6000000000000001,0.5555555555555556,0.625,0.16176470588235295,0.3770491803278689,0.0,0.0,0.6000000000000001,0.5,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.75,1.0,0.7766724029980631,0.8333333333333333,0.0,0.6730191218430077,0.16415711947626843,1.0,0.5,1.0,1.0,0.41581168530125856,0.0,0.0,0.38866890717221825,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.4,0.205607476635514,0.3333333333333333,0.5,0.41466854724964736,0.6666666666666666,1.0,1.0,0.7100032029945752,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.1818181818181818,0.0,0.6666666666666666,0.75
296,297,152000,0,0,0,0.17647058823529413,0.25,0.4663383822971163,0.460995759470348,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.045454545454545456,0.8,1.0,1.0,0.2,0.4444444444444445,0.5,0.41911764705882354,0.9508196721311476,0.0,0.0,0.2,0.1,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.3333333333333333,0.6994981782553049,0.8333333333333333,0.0,0.7988584543228832,0.14893617021276598,1.0,0.5,1.0,0.6666666666666666,0.3789876062698978,0.8483059269867668,0.0,0.5444926481500159,0.0,0.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.8,0.5327102803738317,0.3333333333333333,0.25,0.19887165021156558,0.6666666666666666,1.0,1.0,0.8394098069212271,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.4545454545454545,0.25,0.6666666666666666,0.75
297,298,239000,0,0,0,0.2352941176470588,1.0,0.4189252517290927,0.3402752896636203,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.8181818181818182,0.8,1.0,1.0,1.0,0.6666666666666665,0.5,0.07352941176470588,0.16393442622950818,1.0,0.0,0.9,0.9,0.5,1.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,0.3333333333333333,0.7497775378965602,0.8333333333333333,0.0,0.746453697850145,0.1595744680851064,1.0,1.0,1.0,1.0,0.40509654786185534,0.9017593673983848,0.0,0.6239169569456586,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.6000000000000001,0.4,0.09345794392523364,0.6666666666666666,0.5,0.40620592383638926,0.6666666666666666,1.0,1.0,0.0,0.3802395492885081,0.0,0.0,0.4125,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.25,0.6666666666666666,0.75
298,299,175000,0,0,0,0.2352941176470588,0.75,0.5340970033009982,0.42996521852306246,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.8,1.0,1.0,1.0,0.5555555555555556,0.625,0.2867647058823529,0.6557377049180328,0.5,0.0,0.6000000000000001,0.7000000000000001,0.5,0.7999900199015298,0.6666666666666666,1.0,0.5,0.5,0.75,0.25,0.6666666666666666,0.6891504054048453,0.5,0.11872455902306647,0.6407186587811103,0.11489361702127661,1.0,0.75,1.0,1.0,0.4298852418882295,0.8587762931257797,0.0,0.5842005531855663,0.0,0.5,0.3333333333333333,1.0,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.3333333333333333,0.8,0.8,0.3644859813084112,0.3333333333333333,0.5,0.38011283497884346,0.6666666666666666,1.0,1.0,0.801838319823214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.25,0.6666666666666666,0.75
299,300,158500,0,0,0,0.0,0.75,0.4903065586553299,0.4650927972353367,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.7272727272727273,0.8,1.0,1.0,0.8,0.5555555555555556,0.875,0.4338235294117647,0.09836065573770493,0.0,0.0,0.6000000000000001,0.5,0.25,0.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.9020267178659516,0.17872340425531916,1.0,1.0,1.0,1.0,0.4682325621450407,0.0,0.0,0.43766792676716015,0.0,0.5,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.8,0.8,0.5514018691588785,0.3333333333333333,0.25,0.21156558533145275,0.6666666666666666,1.0,1.0,0.0,0.5725912283147037,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.6363636363636364,0.75,0.6666666666666666,0.25
300,301,157000,0,0,0,1.0,0.75,0.5340970033009982,0.4881468599484844,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.7272727272727273,0.8,1.0,0.0,0.8,0.4444444444444445,0.5,0.3897058823529412,0.8852459016393444,1.0,0.0,0.1,0.2,0.5,0.5479589331621347,0.3333333333333333,1.0,0.5,0.5,0.75,0.5,0.3333333333333333,0.7797372401691515,0.8333333333333333,0.0,0.7456627623743693,0.19067103109656303,1.0,0.5,1.0,1.0,0.5243227380061648,0.0,0.0,0.4900967259704485,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.6666666666666666,0.8,0.8,0.49532710280373826,0.3333333333333333,0.25,0.2644569816643159,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.0,0.6666666666666666,0.75
301,302,267000,0,0,0,0.2352941176470588,0.75,0.4189252517290927,0.4939747549485869,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.6818181818181819,0.8,1.0,1.0,1.0,0.7777777777777777,0.5,0.0661764705882353,0.14754098360655737,0.0,0.0,0.9,0.9,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.6531099649160602,0.8333333333333333,0.0,0.8531293441191561,0.16824877250409168,1.0,1.0,1.0,1.0,0.4868253124874613,0.9334387588330404,0.0,0.7049957150764019,0.0,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.6000000000000001,1.0,0.08411214953271028,1.0,0.5,0.48166431593794073,0.6666666666666666,1.0,1.0,0.7909174502721471,0.6234782742297905,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.25,0.6666666666666666,0.75
302,303,205000,0,0,0,0.0,0.75,0.635010702720975,0.4609100811090916,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.6818181818181819,0.8,1.0,1.0,0.8,0.6666666666666665,0.5,0.03676470588235294,0.0819672131147541,0.0,0.0,0.9,0.9,0.5,0.6799971419183846,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.9463957752641984,0.25220949263502457,1.0,1.0,1.0,1.0,0.578363784647447,0.0,0.0,0.5406101561673236,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.8,0.04672897196261682,0.6666666666666666,0.75,0.5944992947813822,0.6666666666666666,1.0,1.0,0.9105793141766119,0.6987832035155143,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.75
303,304,149900,0,0,0,0.0,0.75,0.44073849905683593,0.39528091957665934,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.6818181818181819,0.8,1.0,1.0,0.8,0.4444444444444445,0.75,0.25,0.5737704918032788,0.0,0.0,0.9,0.9,0.25,0.0,0.3333333333333333,1.0,1.0,0.5,0.75,0.25,0.6666666666666666,0.7868036896688951,0.8333333333333333,0.0,0.0,0.1463175122749591,1.0,0.5,1.0,1.0,0.37227502507772847,0.0,0.0,0.3479741726345198,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.8,0.2897196261682243,0.3333333333333333,0.5,0.38928067700987307,0.6666666666666666,1.0,1.0,0.8215249929031181,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.5454545454545454,0.0,0.6666666666666666,0.0
304,305,295000,0,0,0,0.32352941176470584,0.25,0.5214866678210917,0.5184366796680566,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.2272727272727273,0.8,1.0,1.0,0.4,0.6666666666666665,1.0,0.9411764705882353,0.11475409836065574,0.0,0.0,1.0,1.0,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.9403186678053458,0.24058919803600656,1.0,1.0,1.0,1.0,0.6099317008660097,0.9833196246212436,0.0,0.8302543420844866,0.0,0.0,1.0,0.0,0.375,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.8,0.04672897196261682,0.3333333333333333,0.75,0.6135401974612129,0.6666666666666666,1.0,1.0,0.8459019538898664,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.5,0.6666666666666666,0.75
305,306,305900,0,0,0,0.0,0.75,0.4903065586553299,0.40664803644595304,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.6818181818181819,0.8,1.0,1.0,0.8,0.7777777777777777,0.5,0.022058823529411763,0.04918032786885246,0.0,0.0,1.0,1.0,1.0,0.746693117480922,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.8438489347760719,0.8333333333333333,0.0,0.8104039378215567,0.32733224222585927,1.0,1.0,1.0,1.0,0.6770746600945281,0.0,0.0,0.6328775200780652,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.0,0.2,0.8,0.02803738317757009,1.0,0.75,0.6262341325811002,0.6666666666666666,1.0,1.0,0.7594669708787151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.25,0.6666666666666666,0.75
306,307,225000,0,0,0,0.2352941176470588,0.75,0.6286347345759784,0.4575971474786731,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.4545454545454546,0.2,1.0,1.0,1.0,0.6666666666666665,0.5,0.125,0.27868852459016397,0.0,0.0,0.6000000000000001,0.6000000000000001,0.5,0.746693117480922,0.6666666666666666,1.0,0.5,0.75,0.75,0.25,0.6666666666666666,0.7585215676907259,0.8333333333333333,0.0,0.0,0.11456628477905074,1.0,0.75,1.0,1.0,0.45824521598819423,0.9200220097263901,0.0,0.6734622526846685,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,1.0,0.3333333333333333,0.6000000000000001,0.8,0.1588785046728972,0.6666666666666666,0.75,0.5260930888575458,0.6666666666666666,1.0,1.0,0.7183293339556983,0.6036308782220308,0.4057971014492754,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.25,0.6666666666666666,0.75
